price,rooms,metro,metro_time,description,address,Общая,Жилая,Кухня,Этаж,Построен,Можно с детьми,Холодильник,Посудомоечная машина,Стиральная машина,Мебель в комнатах,Мебель на кухне,Кондиционер,Телевизор,Интернет,Ванна,Планировка,Высота потолков,Санузел,Ванная комната,Балкон/лоджия,Ремонт,Вид из окон,Лифты,Аварийность,Парковка,Мусоропровод,Газоснабжение,lat,lng,URL,Год постройки,Строительная серия,Тип дома,Тип перекрытий,Подъезды,Отопление,Душевая кабина,Можно с животными,Тип жилья
45 000 ₽/мес.,"2-комн. квартира, 47 м²",Удельная,,"Качественная отделка, кухня и санузлы оборудованы всем необходимым, включая стиральную машину и посудомойку. Беспроводной интернет и кабельное телевидение. В цену включены все коммунальные платежи. Место в подземном паркинге за дополнительную плату.","Санкт-Петербург, р-н Приморский, Комендантский аэродром, Фермское ш., 12А",47 м²,30 м²,14 м²,4 из 10,2012,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1 раздельный,Есть,1 балкон,,На улицу,2 всего,Нет,Наземная,Нет,,60.012534,30.310784,https://spb.cian.ru/rent/flat/246554367/,2012,,Монолитный,Железобетонные,2,Центральное,,,
40 500 ₽/мес.,"1-комн. квартира, 39,4 м²",Фрунзенская,,"Идеальное белое пространство с хорошей планировкой, где нет ничего лишнего. Просторная гардеробная, широкая прихожая и полностью оборудованные кухня и санузел. В квартиру уже проведен интернет, кабельное телевидение и видеодомофон. Находящийся в двух минутах от метро Фрунзенская, и имеющий адрес по Московскому проспекту, на деле, дом спрятан в глубине на второй линии. Такое расположение защищает квартиру от шума и оставляет место просторной придомовой территории с детскими площадками, спортивным оборудованием и прогулочными дорожками. На первых этажах дома находятся детские центры, салоны красоты, а вокруг жилого комплекса есть все что нужно для комфортной жизни: крупные супермаркеты, достойные рестораны, фитнес-клубы, бассейн. Отсюда до центра можно дойти пешком или добраться на транспорте за 10 минут, а до аэропорта Пулково доехать за 20 минут на машине.","Санкт-Петербург, р-н Адмиралтейский, Измайловское, Московский просп., 73к4","39,4 м²","17,1 м²","10,3 м²",5 из 11,2015,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,1 раздельный,Есть,1 балкон,,На улицу,12 всего,Нет,Наземная,Нет,,59.904153,30.316533,https://spb.cian.ru/rent/flat/246554366/,2015,,Монолитный,Железобетонные,10,Центральное,,,
35 000 ₽/мес.,"2-комн. квартира, 70 м²",Проспект Просвещения, ⋅  10 мин. пешком,"Сдам 3-к. квартиру (евротрешку): 65 кв.м., комнаты: 25+14 кв.м., кухня-гостиная: 25 кв.м.
ул. Ивана Фомина, 14, корп. 1, 10/21 этаж.
Комиссия-50%
Встроенная кухня, духовой шкаф, посудомоечная машина, вытяжка, свч-печь, холодильник, стиральная машина, телевизор, 2 больших шкафа-купе, двуспальная кровать, диван, панорамная лоджия объединённая с кухней.
В пешей доступности вся инфраструктура: магазины, гипермаркеты, детская площадка, пекарни, аптеки.
Для граждан РФ.","Санкт-Петербург, р-н Выборгский, Парнас, ул. Ивана Фомина, 14к2",70 м²,40 м²,25 м²,10 из 21,2004,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,1 лоджия,Евроремонт,,"2 пасс., 2 груз.",Нет,,Есть,,60.049289,30.345369,https://spb.cian.ru/rent/flat/246554360/,2004,,Кирпичный,Железобетонные,4,Центральное,1.0,,
24 000 ₽/мес.,"1-комн. квартира, 26,7 м²",Ладожская, ⋅  10 мин. на транспорте,"Сдаётся уютная 1-комнатная квартира с евроремонтом и балконом. Депозита нет! Коммунальные платежи, счётчики и интернет включены в арендную плату. Полы  ламинат и плитка. Квартира оснащена кухонным гарнитуром, всей необходимой мебелью и бытовой техникой. Есть стиральная машина, микроволновка и холодильник. Интернет проведён, есть роутер. Можно вывезти часть мебели по согласованию. Окна выходят на улицу. 

В 3 минутах пешком  остановка общественного транспорта, от которой за 7 минут можно доехать до м. Ладожская и м. Проспект Большевиков. Автомобилистам будет удобно выезжать на Индустриальный проспект и проспект Косыгина.

Собственник готов заселить не более 2 взрослых жильцов. Гражданство: РФ, РБ, Украина, Казахстан. Можно с небольшим домашним питомцем.  

Около дома есть бесплатная парковка. Дом расположен в районе с развитой инфраструктурой, в пешей доступности находятся: школа, детский сад, продуктовые супермаркеты, аптеки, медицинский центр, стоматология, магазин хозтоваров. Недалеко  парк Малиновка.","Санкт-Петербург, р-н Красногвардейский, Пороховые, Индустриальный просп., 23","26,7 м²",17 м²,4 м²,9 из 17,2006,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,"2,7 м",1 совмещенный,,1 балкон,Евроремонт,На улицу,"1 пасс., 1 груз.",Нет,Наземная,,,59.946108,30.479981,https://spb.cian.ru/rent/flat/246553418/,2006,,Панельный,Железобетонные,5,Автономная котельная,1.0,1.0,
25 000 ₽/мес.,"1-комн. квартира, 41,7 м²",Автово, ⋅  15 мин. пешком,"Сдаётся светлая 1-комнатная квартира с евроремонтом и совмещённым санузлом. Полы  ламинат, паркетная доска и плитка. Коммунальные услуги и счётчики оплачиваются отдельно. Квартира оборудована кухонным гарнитуром, мебелью и бытовой техникой. Есть микроволновая печь, холодильник, телевизор, плита, посудомоечная и стиральная машины. Проведён интернет и подключено ТВ. Окна выходят во двор, есть бесплатная парковка. Возможен торг.

До м. Автово  15 минут пешком.

Собственник готов заселить жильцов с детьми от 1 года. Гражданство не имеет значения. Можно с домашним питомцем. Вывоз мебели по согласованию.

Дом находится в районе с развитой инфраструктурой: в пешей доступности  школы и детские сады, продуктовые супермаркеты, салоны красоты и парикмахерские, театры, аптеки и различные медицинские учреждения, кафе и закусочные, ТЦ Континент с фитнес-клубом и кинотеатром. Недалеко Ленинградский сквер, парк Александрино и Воронцовский сквер","Санкт-Петербург, р-н Кировский, Дачное, просп. Стачек, 120","41,7 м²",15 м²,20 м²,1 из 5,1961,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,"2,4 м",1 раздельный,Есть,,Евроремонт,Во двор,,Нет,Наземная,,Центральное,59.857192,30.253714,https://spb.cian.ru/rent/flat/246553417/,1961,1-528КП,Кирпичный,Смешанные,5,Центральное,,1.0,
18 000 ₽/мес.,"1-комн. квартира, 25,4 м²",Парнас, ⋅  20 мин. на транспорте,"БЕСКОНТАКТНЫЙ ПРОСМОТР СЕГОДНЯ И КАЖДЫЙ ДЕНЬ: вы будете находиться в квартире без сопровождающих, а наш менеджер поможет войти в квартиру и ответит на вопросы по телефону. 

Сдаётся квартира-студия с хорошим ремонтом, смежным санузлом и балконом в ЖК Северная долина. Без депозита! Квартира оборудована кухонным гарнитуром, мебелью и бытовой техникой. Есть холодильник, плита и стиральная машина. Проведён интернет. Коммунальные услуги и счётчики оплачиваются отдельно. Окна выходят на улицу, во дворе есть бесплатная парковка.

В 5 минутах пешком находится остановка, от которой за 15 на общественном транспорте можно добраться до м. Парнас.

Собственник готов заселить не более 2 взрослых жильцов с детьми. Гражданство: РФ, РБ, Украина, Европа. Можно с небольшим домашним питомцем. 

Дом находится в районе с развитой инфраструктурой: в пешей доступности  школы, продуктовые супермаркеты, медицинские учреждения, спортивно-развлекательный центр Парнас, кафе и закусочные, салоны красоты и парикмахерские.","Санкт-Петербург, р-н Выборгский, мкр. Парголово, проезд Толубеевский, 24","25,4 м²","15,4 м²",4 м²,3 из 27,2019,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,"2,6 м",1 совмещенный,Есть,1 балкон,Косметический,На улицу,"2 пасс., 2 груз.",,Наземная,,,60.079963,30.352034,https://spb.cian.ru/rent/flat/246553416/,,,Панельный,,,,,1.0,
18 000 ₽/мес.,"1-комн. квартира, 37 м²",Пионерская, ⋅  15 мин. пешком,"БЕСКОНТАКТНЫЙ ПРОСМОТР СЕГОДНЯ И КАЖДЫЙ ДЕНЬ: вы будете находиться в квартире без сопровождающих, а наш менеджер поможет войти в квартиру и ответит на вопросы по телефону.

Впервые сдаётся просторная 1-комнатная квартира с балконом, кладовой  и раздельным санузлом. Депозита нет! Квартира оснащена кухонным гарнитуром, всей необходимой мебелью и бытовой техникой. Есть телевизор, стиральная машина, микроволновка и холодильник. Окна выходят на улицу.  

В 15 минутах пешком  м. Пионерская.  

Собственник готов заселить не более 2 взрослых жильцов с детьми. Можно с кошкой или небольшой собакой. 

Около дома есть парковка. Дом расположен в районе с развитой инфраструктурой, в пешей доступности находятся: остановки общественного транспорта, школа, детский сад, продуктовые супермаркеты Пятёрочка и Перекрёсток, гипермаркеты ОКей и Metro Cash & Carry, аптеки, поликлиника, салон красоты, кафе и бары, ТЦ Континент. Недалеко  Удельный парк.","Санкт-Петербург, р-н Приморский, Комендантский аэродром, Богатырский просп., 9",37 м²,"17,4 м²",7 м²,9 из 12,1979,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,"2,6 м",1 раздельный,Есть,1 балкон,Косметический,На улицу,2 пасс.,Нет,Наземная,,,59.999422,30.280322,https://spb.cian.ru/rent/flat/246553415/,,,,,,,,1.0,
34 300 ₽/мес.,"1-комн. квартира, 26,9 м²",Фрунзенская, ⋅  2 мин. пешком,"БЕСКОНТАКТНЫЙ ПРОСМОТР СЕГОДНЯ И КАЖДЫЙ ДЕНЬ: вы будете находиться в квартире без сопровождающих, а наш менеджер поможет войти в квартиру и ответит на вопросы по телефону.

Сдаётся светлая 1-комнатная квартира с балконом и евроремонтом в ЖК Новомосковский. Полы  ламинат и плитка. Коммунальные услуги включены в арендную плату (кроме счётчиков). Квартира оснащена кухонным гарнитуром, всей необходимой мебелью и бытовой техникой. Есть плита, стиральная машина, чайник, телевизор и холодильник. Интернет проведён. Окна выходят во двор. Возможен торг.

В 2 минутах пешком  м. Фрунзенская. Рядом с домом есть остановка общественного транспорта, от которой за 7 минут можно доехать до м. Невский проспект. 

Собственник готов заселить не более 2 взрослых жильцов с детьми. Гражданство: РФ, Европа. С домашним питомцем по согласованию. 

В пешей доступности находятся: лицей, детский сад, медицинский центр, стоматология, продуктовые супермаркеты, гипермаркет Лента, аптеки, салон красоты, барбершоп. Во дворе есть бесплатная парковка. Недалеко  набережная Обводного канала.","Санкт-Петербург, р-н Адмиралтейский, Измайловское, ул. Красуцкого, 3М","26,9 м²","16,3 м²",4 м²,16 из 19,2015,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,"2,76 м",1 совмещенный,Есть,1 балкон,Евроремонт,Во двор,"1 пасс., 1 груз.",Нет,Наземная,,,59.903065,30.315042,https://spb.cian.ru/rent/flat/246553414/,2015,,Монолитный,Железобетонные,8,Центральное,,1.0,
36 300 ₽/мес.,"2-комн. квартира, 60 м²",Технологический институт, ⋅  8 мин. пешком,"Сдаётся просторная 2-комнатная квартира с раздельным санузлом в кирпичном доме. Депозита нет! Требуется небольшой косметический ремонт (частично в счёт арендной платы), возможно выбросить имеющуюся мебель и купить любую по своему желанию. Квартира подойдет для молодых творческих натур, любящих эксперименты и минимализм. Есть плита, духовка, стиральная машина и холодильник. Квартира сдаётся без мебели, возможна покупка мебели и техники в счёт аренды. Из квартиры имеется выход на чердак. Окна выходят в тихий двор и на улицу. Есть бесплатная парковка. 

В 8 минутах пешком  м. Технологический институт. Автомобилистам будет удобно выезжать на Московский проспект. 

Собственник готов заселить не более 5 взрослых жильцов с детьми. Можно с домашним питомцем. Возможна временная регистрация.

В пешей доступности находятся: школа, детский сад, медицинский центр, стоматология, продуктовые супермаркеты Дикси и Пятёрочка, аптеки, салон красоты, фитнес-клуб, рестораны и бары. Во дворе есть платный паркинг, в парадной есть место для хранения мотоцикла. Недалеко  набережная Обводного канала и сад Олимпия.","Санкт-Петербург, р-н Адмиралтейский, Измайловское, 7-я Красноармейская ул., 3Б",60 м²,30 м²,12 м²,3 из 3,1886,1.0,1.0,,1.0,1.0,1.0,,,,1.0,Изолированная,"2,8 м",1 раздельный,Есть,,Косметический,На улицу и двор,,Нет,Наземная,,Центральное,59.911994,30.316955,https://spb.cian.ru/rent/flat/246553412/,1886,,Кирпичный,Деревянные,1,Центральное,,1.0,
75 000 ₽/мес.,"2-комн. квартира, 54 м²",Звездная, ⋅  18 мин. пешком,"Впервые сдаётся просторная 2-комнатная квартира с балконом и раздельным санузлом. Комиссии нет! Выполнен дизайнерский ремонт, полы  ламинат и плитка, в санузле установлено джакузи. Квартира оснащена всей необходимой мебелью и бытовой техникой. Есть стиральная и посудомоечная машины, телевизор, утюг, чайник, бойлер, пылесос и холодильник. Интернет проведён, подключено кабельное/цифровое ТВ. Окна выходят на улицу. 

В 18 минутах пешком  м. Звёздная. Автомобилистам будет удобно выезжать на Московское и Пулковское шоссе. 

Собственник готов заселить не более 4 взрослых жильцов с детьми, а также оформить временную регистрацию. Любое гражданство. Можно с небольшим домашним питомцем. 

Дом расположен в районе с развитой инфраструктурой, в пешей доступности находятся: детский сад, медицинский центр, продуктовые супермаркеты Дикси и Верный, минимаркеты, аптеки, салон красоты, барбершоп, кафе, ТЦ Лето. Во дворе есть бесплатная парковка, также оборудован платный подземный паркинг и платная открытая стоянка. Недалеко  несколько скверов и Пулковский парк.","Санкт-Петербург, р-н Московский, Звёздное, Дунайский просп., 7к7",54 м²,31 м²,11 м²,8 из 23,2013,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,Изолированная,"2,7 м",1 раздельный,,1 балкон,Дизайнерский,На улицу,"2 пасс., 1 груз.",Нет,Наземная,,,59.826311,30.332406,https://spb.cian.ru/rent/flat/246553411/,2013,,Монолитный,Железобетонные,11,Центральное,,1.0,
18 000 ₽/мес.,"Студия, 26 м²",Парнас, ⋅  25 мин. пешком,"Сдам квартиру-студию: 26 кв.м. в ЖК Северная Долина, Толубеевский проезд, 24
Комиссия-50%
Встроенная кухня, двуспальный диван, холодильник, стиральная машина, ванна, застекленная лоджия. 15/25 этаж
В пешей доступности вся инфраструктура: магазины, гипермаркеты, рядом выезд на КАД.
Для любых граждан РФ. Можно с детьми.
До ст. м. Парнас-20 минут пешком.","Санкт-Петербург, р-н Выборгский, мкр. Парголово, проезд Толубеевский, 24",26 м²,,,15 из 25,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,Есть,1 лоджия,Евроремонт,,"2 пасс., 2 груз.",,,Нет,,60.079963,30.352034,https://spb.cian.ru/rent/flat/246552461/,,,,,,,,,
22 000 ₽/мес.,"1-комн. квартира, 40 м²",Парнас, ⋅  20 мин. пешком,"EMLS ID 369014. Сдается ЕВРОДВУШКА в доме комфорт-класса, с закрытой территорией и собственным бассейном В ПЕШЕЙ ДОСТУПНОСТИ ОТ МЕТРО (от метро виден дом, по прямой, не сворачивая, 15 минут пешком). Большая кухня (16.6 м2) зонирована и предполагает кроме обеденно-столовой зоны еще одну комнату, кроме спальни 11.4 м2. Вторая комната может быть как гостевой, так и кабинетом, или детской. Ремонт хорошего качества, сантехника от европейских производителей. Квартира сдается первый раз, необходимая мебель и бытовая техника имеется. Совсем рядом Шуваловский парк, культурное наследие под охраной Юнеско, следовательно вырубок и дальнейших строек не будет. Для отдыха интерес также представляют Суздальские озера. Окна квартиры во двор. Застекленная лоджия 4,2 м2. Детская и спортивная площадки с безопасным покрытием. Через дом магазин Дикси, Универсам. Недалеко ТК Парнас Сити (более 100 магазинов, скейт-парк, кафе и рестораны), огромный ТРК Гранд Каньон, банки, вся ифраструктура обжитого района, магазины, поликлиника, аптеки. В доме на 2-3 этаже фитнес-центр с залами, кардиозоной, массажем, фитнес-кафе и бассейном. Придомовая территория благоустроена по проекту ландшафтных дизайнеров от ""Нескучного сада"". Видеонаблюдение, служба охраны от ""КВС-безопасность"". Транспорта во все направления множество, для автовладельцев удобный выезд на КАД. Парковка не перегружена, парковочные места не продаются, а предоставляются жильцам в аренду. Есть и бесплатные парковочные места. Квартира сдается на длительный срок. Просмотр и заселение возможно за 1 день. Можно с детьми. С животными по согласованию. Нина Мебель в комнатах, Мебель на кухне, спальных мест 2, Хол.-Есть, Евроремонт, Ванна Совмещенная, Дверь Железная, Охраняемая парковка, застекленная лоджия, окна во двор, Стиральная машина, Интернет, комиссия 40%;","Санкт-Петербург, р-н Выборгский, мкр. Парголово, Заречная ул., 15к1",40 м²,"11,4 м²","16,6 м²",16 из 24,2020,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,Есть,1 лоджия,Евроремонт,Во двор,Есть,,,,,60.072094,30.313317,https://spb.cian.ru/rent/flat/246551509/,,,,,,,,1.0,
60 000 ₽/мес.,"2-комн. квартира, 60 м²",Беговая, ⋅  13 мин. пешком,"Отличная квартира с новым (делал полгода назад) дорогим ремонтом. Сдаю в связи с расширением семьи. 

2 больших смарт телевизора, кондиционер в спальне, плита, духовка, холодильник с морозилкой, посудомойка, стиральная машина, микроволновка, вытяжка. Тёплый пол. 

Сигнализация Дельта, есть камера при входе - на фотках всё видно. 

С животными и маленькими детьми не заселю.

Хорошая чистая парадная, адекватный тсж (держат дом в порядке, вопросов нет). 
Тихие семейные соседи, не шумят. 

Зелёный двор. Супермаркеты, банки, торговые центры, парк 300-летия, вообще всё есть поблизости.  

От собственника, без комиссии","Санкт-Петербург, р-н Приморский, № 65, Яхтенная ул., 9К1",60 м²,30 м²,10 м²,9 из 10,1990,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Изолированная,,1 совмещенный,,1 лоджия,Дизайнерский,На улицу,Есть,Нет,,Есть,,59.989868,30.217655,https://spb.cian.ru/rent/flat/246551285/,,,,,,,1.0,,
20 000 ₽/мес.,"1-комн. квартира, 37 м²",Площадь Ленина, ⋅  15 мин. на транспорте,"EMLS ID 245659. Дом находится во дворе , тихое зеленое место, новая мебель, недавно произведен ремонт Тел.-Нет, Мебель в комнатах, Мебель на кухен, спальных мест 2, Хол.-Есть, Без ТV, Ремонт Косметический, Ванна Отдельная, Дверь Железная, НеОхраняемая парковка, застекленная лоджия, окна на улицу, Стиральная машина, Интернет, без животных, комиссия 0%;","Санкт-Петербург, р-н Калининский, Финляндский, Ключевая ул., 23",37 м²,18 м²,10 м²,4 из 5,2000,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,Есть,1 лоджия,Косметический,Во двор,,Нет,,,,59.97346,30.408098,https://spb.cian.ru/rent/flat/246550356/,,,,,,,,,
35 000 ₽/мес.,"3-комн. квартира, 78 м²",Комендантский проспект, ⋅  10 мин. пешком,"EMLS ID 369010. Сдаётся 3х комнатная квартира . В квартире имеется вся необходимая мебель и техника+ компьютер, посудомоечная машина. Сдается впервые. Рядом с домом находиться вся инфраструктура : садик, школа, много магазинов, торговый центр. Рассматриваются любые семейные граждане РФ. Можно с детьми. Без собак Залог делится на два месяца. Мебель в комнатах, Хол.-1, TV-3, Ремонт 5, Дверь 3, 3 парковка, балкон 2, окна 3, 2, 2, комиссия 50;","Санкт-Петербург, р-н Приморский, Озеро Долгое, Камышовая ул., 3К1",78 м²,48 м²,15 м²,5 из 12,1990,1.0,,,1.0,1.0,1.0,,1.0,1.0,,Изолированная,,,,1 балкон,Косметический,Во двор,Есть,Нет,,,,60.00545,30.254046,https://spb.cian.ru/rent/flat/246550315/,1992,,Панельный,Железобетонные,3,Центральное,,1.0,
23 000 ₽/мес.,"1-комн. квартира, 40 м²",Беговая, ⋅  15 мин. пешком,"EMLS ID 369011. Сдается однокомнатная квартира после косметического ремонта. Ранее не сдавалась. В квартире новая кухня, на полу новый ламинат, привели в порядок стены и потолки. Просторная, чистая квартира. Новая двуспальная кровать. Лоджия застекленная. КУ оплачиваются отдельно. Залог можно разбить. Мебель в комнатах, Мебель на кухне, спальных мест 1, Хол.-Есть, TV-Есть, Ванна Продольная, застекленная лоджия, окна во двор, Стиральная машина, комиссия 60%;","Санкт-Петербург, р-н Приморский, № 65, ул. Оптиков, 52к3",40 м²,19 м²,9 м²,10 из 10,2008,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,Есть,1 лоджия,,Во двор,Есть,Нет,,,,59.998976,30.202249,https://spb.cian.ru/rent/flat/246550310/,2008,,Панельный,Железобетонные,3,Центральное,,1.0,
25 000 ₽/мес.,"1-комн. квартира, 31 м²",Академическая, ⋅  5 мин. пешком,"Квартира в отличном состоянии. 4 мин. пешком до метро. Наличие дополнительной металлической двери на лестничной площадке. Окна во двор, двор зеленый. Кухня 8 кв.м. Сан.узел раздельный. Шкаф-купе в комнате, мебель, стеклопакеты, встроенная кухня, холодильник, стиральная машина. Интернет. Развитая инфраструктура, детские сады и школы в шаговой доступности, поблизости несколько крупных торговых центров (есть кинотеатр), большое количество различных магазинов и ресторанов. Дополнительно оплачивается только электричество по счетчику.","Санкт-Петербург, р-н Калининский, Академическое, просп. Науки, 14К1",31 м²,15 м²,8 м²,7 из 9,1970,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1 раздельный,Есть,,Евроремонт,Во двор,Есть,Нет,,Есть,Центральное,60.01244,30.402115,https://spb.cian.ru/rent/flat/246550083/,1970,,Панельный,Железобетонные,7,Центральное,,,
37 000 ₽/мес.,"2-комн. квартира, 64 м²",Приморская, ⋅  7 мин. на транспорте,"Стильная, светлая, уютная квартира для семьи, студентов! Есть вся техника!
FangDong Zuo LuoDiQian

От собственника, без комиссии!
Сдается на длительный срок отличная 2-ух комнатная квартира в престижном районе в доме комфорт-класса в ЖК ""Финский бриз"".
 В доме консьерж, видеонаблюдение. Достойные соседи.
 Удобный заезд на ЗСД. От метро Приморская 7 минут на транспорте.
Общая площадь 64 м2, комнаты изолированные ( 21 и 15м2). Просторная кухня 14 кв.м.
В квартире современная мебель.
2 пианино.
Полы паркетные, в ванной, туалете и на кухне с подогревом.
Большая застеклённая лоджия.

Полностью оборудована бытовой техникой: посудомоечная машина, стиральная машина, бойлер, большой холодильник, эл.плита, духовой шкаф, микроволнова печь, утюг, TV, Wi-Fi.

Коммунальные платежи и э/э по квитанции, вода по счетчикам.

Можно с кошкой!!","Санкт-Петербург, р-н Василеостровский, Остров Декабристов, Морская наб., 37к5",64 м²,36 м²,15 м²,7 из 16,2006,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,Изолированная,"2,78 м",2 раздельных,Есть,1 лоджия,Евроремонт,На улицу и двор,"1 пасс., 1 груз.",Нет,,Нет,,59.95889,30.225165,https://spb.cian.ru/rent/flat/246548432/,2006,,Монолитный,Железобетонные,4,Центральное,,1.0,
40 000 ₽/мес.,"1-комн. квартира, 41 м²",Фрунзенская, ⋅  12 мин. пешком,"Сдается на длительный срок квартира в новом ЖК Галактика с дизайнерским ремонтом в престижном Адмиралтейском районе Санкт-Петербурга.
До метро Фрунзенская 10 мин пешком, до метро Московские ворота 15 мин пешком. В шаговой доступности ТЦ, кинотеатр, гипермаркеты.
До центра города 10 мин на метро. 
Квартира представляет собой кухню-гостиную ( 15 кв.м.) и спальню (16 кв.м.) с двуспальной кроватью. Вся мебель и техника новые. 
Квартира оснащена всей необходимой бытовой техникой ( посудомоечная машина, духовой шкаф, стиральная машина, микроволновка, ЖК-телевизор, WI-FI и др.). 
Коммунальные услуги оплачиваются отдельно.
Залог можно разделить на 2 части.
Без животных и без детей!
Я собственник,  без агента!","Санкт-Петербург, р-н Адмиралтейский, Измайловское, ул. Парфеновская, 11к1",41 м²,16 м²,15 м²,3 из 10,2018,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,Есть,1 лоджия,Дизайнерский,,Есть,Нет,,,,59.899081,30.311502,https://spb.cian.ru/rent/flat/246548152/,2018,,Монолитный,Железобетонные,12,,,,
120 000 ₽/мес.,"3-комн. квартира, 130 м²",Петроградская, ⋅  10 мин. пешком,"Вашему вниманию предлагается роскошная квартира в одном из самых востребованных и престижных мест Санкт-Петербурга, в историческом центре города,  Петроградском районе. Дом расположен в тихом и спокойном месте, вблизи набережной реки Карповки, имеет удобный подъезд, благоустроенную территорию, видеонаблюдение и охрану комплекса обеспечивающую безопасное проживание.  Дом оборудован автономной котельной.  Общая площадь квартиры составляет 130 м2, комфортная планировка содержит в себе изолированную спальню с собственным санузлом и гардеробной, детскую комнату, гостиную с балконом, просторную кухню с прекрасным видом, гостевой санузел и гардеробную. Квартира полностью меблирована, выполнен ремонт с использованием высококачественных материалов. Возможность аренды парковочного места. Просмотры осуществляются в удобное для Вас время!","Санкт-Петербург, р-н Петроградский, Чкаловское, ул. Всеволода Вишневского, 13",130 м²,78 м²,16 м²,9 из 9,2000,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,Смежно-изолированная,,2 совмещенных,Есть,"1 балкон, 1 лоджия",Дизайнерский,Во двор,Есть,Нет,Наземная,Есть,Автономное,59.969015,30.300776,https://spb.cian.ru/rent/flat/246547681/,2000,,Кирпичный,Железобетонные,6,Автономная котельная,1.0,,
80 000 ₽/мес.,"2-комн. квартира, 79 м²",Чернышевская, ⋅  14 мин. пешком,"Сдaётся шикapнaя, очень светлaя  2-х кoмнатная квaртиpa в cамом цeнтpe гopода, в однoм из прecтижнeйших районoв, pядом c метро.","Санкт-Петербург, р-н Центральный, Смольнинское, Виленский пер., 15",79 м²,,,5 из 7,2007,,1.0,,1.0,1.0,1.0,,,,,,,,,,Дизайнерский,,Есть,Нет,,Нет,,59.939983,30.365168,https://spb.cian.ru/rent/flat/246547475/,2007,,Кирпичный,Железобетонные,8,Центральное,,,
23 000 ₽/мес.,"2-комн. квартира, 58 м²",Парнас, ⋅  8 мин. пешком,"2кв ул. Федора Абрамова 8, метро парнас 8 минут пешком. Новый дом, комнаты 17 и 17м кухня 13м, балкон, есть мебель, тв, холодильник, стиральная машина, +ку, залог можно в рассрочку.","Санкт-Петербург, р-н Выборгский, мкр. Парголово, ул. Федора Абрамова, 8",58 м²,34 м²,13 м²,3 из 27,2013,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,Изолированная,"2,75 м",1 раздельный,Есть,1 балкон,Евроремонт,Во двор,"2 пасс., 1 груз.",Нет,Подземная,Есть,,60.075483,30.339566,https://spb.cian.ru/rent/flat/246547432/,2013,,Монолитный,Железобетонные,9,Центральное,,1.0,
40 000 ₽/мес.,"2-комн. квартира, 62 м²",,,"Предлагается в аренду уютная, просторная 2-комнатная квартира в Петроградском районе. В квартире сделан качественный ремонт, а также есть всё необходимое для комфортного проживания.
Из плюсов этой квартиры можно выделить:
+ В квартире очень тихо и уютно.
+ 2 изолированные комнаты и кухня-гостиная.
+ До метро ""Горьковская"" около 5 минут пешком.
+ Развитая инфраструктура.
Отличное и приятное место для прогулок.
Эта квартира понравится всем, кто хочет жить близко к метро, а также ценит своё время, удобство и комфорт.","Санкт-Петербург, р-н Петроградский, Посадский, ул. Куйбышева, 9/8",62 м²,44 м²,6 м²,4 из 6,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1 совмещенный,,,Евроремонт,,Есть,Нет,Открытая,,Центральное,59.955088,30.328265,https://spb.cian.ru/rent/flat/246547328/,1906,,Кирпичный,Железобетонные,2,Центральное,,,
